rule,human_mean,machine_mean,difference,abs_difference,human_docs,machine_docs,pct_human_docs,pct_machine_docs,u_statistic,u_p_value,cohens_d,effect_size,characteristic_of,q_value,significant_fdr_005
"PROPN(*, PROPN/flat:name, NOUN/appos)",0.004232940383519719,0.002825360357737707,0.0014075800257820118,0.0014075800257820118,2,3,10.0,15.0,193.0,0.7596218659702029,0.13049219839183476,negligible,human,0.8829149996996701,False
"ADV(*, ADP/fixed)",0.009575722441390598,0.00821388512240059,0.0013618373189900074,0.0013618373189900074,7,11,35.0,55.0,180.5,0.5735531113236825,0.10582020108507847,negligible,human,0.7533960360607694,False
"VERB(CCONJ/cc, *, NOUN/obj, VERB/advcl)",0.002366034082508554,0.0037100616826910814,-0.0013440276001825272,0.0013440276001825272,1,4,5.0,20.0,172.0,0.19548596959845044,-0.1448248537756854,negligible,machine,0.37407808997234343,False
"NOUN(ADP/case, DET/det, *, NUM/appos)",0.0022412054871947433,0.003494375472871622,-0.0012531699856768788,0.0012531699856768788,1,5,5.0,25.0,162.5,0.10720513919522957,-0.15217937201224185,negligible,machine,0.27932736372507144,False
*(VERB),0.09929269359025347,0.09810629480713474,0.0011863987831187278,0.0011863987831187278,20,20,100.0,100.0,196.0,0.9245727283322236,0.045588109415756445,negligible,human,0.9879785709133265,False
"VERB(PRON/nsubj, *, NOUN/obl)",0.00353682074960788,0.004703022430875457,-0.001166201681267577,0.001166201681267577,2,5,10.0,25.0,175.0,0.31700280675084846,-0.11907345466690797,negligible,machine,0.5172151057513843,False
"VERB(ADP/mark, *)",0.00342866387858311,0.004559072459191452,-0.001130408580608342,0.001130408580608342,3,5,15.0,25.0,183.5,0.535627106407939,-0.1317539618021777,negligible,machine,0.7282649253792153,False
*(PRON),0.0018690990181125598,0.0028308078266719777,-0.0009617088085594179,0.0009617088085594179,1,4,5.0,20.0,172.0,0.19548596959845044,-0.13458668017391398,negligible,machine,0.37407808997234343,False
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod)",0.0058337273056649225,0.006789711379645957,-0.0009559840739810348,0.0009559840739810348,4,6,20.0,30.0,182.0,0.5336325023984162,-0.07679672653620531,negligible,machine,0.7282649253792153,False
"NOUN(ADP/case, DET/det, *, PROPN/nmod)",0.014256646960994273,0.015140793352195207,-0.0008841463912009333,0.0008841463912009333,7,14,35.0,70.0,157.0,0.22378849240229948,-0.04636928378925031,negligible,machine,0.4179182689440532,False
SCONJ(*),0.0420233129889944,0.04115958694877019,0.0008637260402242081,0.0008637260402242081,18,20,90.0,100.0,174.0,0.4903139142298173,0.03278399034609392,negligible,human,0.707714945806663,False
"PROPN(PUNCT/punct, *, PUNCT/punct)",0.005852257211411357,0.006703594497132132,-0.0008513372857207749,0.0008513372857207749,3,5,15.0,25.0,183.5,0.535627106407939,-0.0574779715089312,negligible,machine,0.7282649253792153,False
"VERB(CCONJ/cc, *, VERB/ccomp)",0.0039988354494315485,0.003230858190532594,0.0007679772588989543,0.0007679772588989543,1,4,5.0,20.0,172.0,0.19548596959845044,0.05793746568595085,negligible,human,0.37407808997234343,False
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj)",0.003796866536849499,0.0031150837195260614,0.0006817828173234378,0.0006817828173234378,2,5,10.0,25.0,175.0,0.31700280675084846,0.07291002744234473,negligible,human,0.5172151057513843,False
"NOUN(ADP/case, NUM/nummod, *, NOUN/nmod)",0.0050403477201905085,0.005705369333502625,-0.0006650216133121164,0.0006650216133121164,4,6,20.0,30.0,188.0,0.6825014447813105,-0.06608074641268297,negligible,machine,0.8395851106436756,False
"NOUN(CCONJ/cc, DET/det, *, PROPN/nmod)",0.002416007623880858,0.0030787634746971804,-0.0006627558508163225,0.0006627558508163225,2,4,10.0,20.0,184.0,0.49978407560785165,-0.09551732889011591,negligible,machine,0.707714945806663,False
"NOUN(ADP/case, DET/det, *, ADJ/amod, PROPN/nmod)",0.002310269180512665,0.0029457289000228747,-0.0006354597195102098,0.0006354597195102098,2,4,10.0,20.0,184.0,0.49978407560785165,-0.09674245759092402,negligible,machine,0.707714945806663,False
"PROPN(*, PROPN/flat:name)",0.016607332025407984,0.017241978064928287,-0.0006346460395203028,0.0006346460395203028,9,15,45.0,75.0,175.5,0.5022493163789221,-0.03466758277406188,negligible,machine,0.707714945806663,False
"NOUN(CCONJ/cc, *, NOUN/nmod)",0.007033108658620152,0.007640843113493545,-0.0006077344548733928,0.0006077344548733928,4,7,20.0,35.0,177.0,0.4392291274156237,-0.04264889608669628,negligible,machine,0.6674560269551144,False
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl)",0.0038681482831973437,0.004472386991099794,-0.0006042387079024506,0.0006042387079024506,3,6,15.0,30.0,178.0,0.4264205350209549,-0.07109292001963989,negligible,machine,0.6609518292824801,False
"VERB(*, PROPN/obl)",0.004935359306623237,0.004362929700808082,0.0005724296058151543,0.0005724296058151543,3,7,15.0,35.0,166.5,0.24047449910005392,0.055231785537303464,negligible,human,0.4385123218883336,False
"PROPN(DET/det, *, PROPN/flat:name)",0.0039989249316821785,0.0045351773605328705,-0.000536252428850692,0.000536252428850692,3,5,15.0,25.0,182.5,0.5104391275221503,-0.056804654132706904,negligible,machine,0.7127753582516513,False
"VERB(NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",0.0037395278274487665,0.003211819160651513,0.0005277086667972537,0.0005277086667972537,3,3,15.0,15.0,201.5,0.9652731605495289,0.060013208476670216,negligible,human,1.0,False
"VERB(PROPN/nsubj, *, NOUN/obj, PUNCT/punct)",0.00334724783006263,0.0029798365588714743,0.0003674112711911557,0.0003674112711911557,3,3,15.0,15.0,200.5,1.0,0.04608811171521952,negligible,human,1.0,False
"ADP(*, SCONJ/fixed)",0.0028942256138871666,0.0031747736869357675,-0.00028054807304860084,0.00028054807304860084,3,3,15.0,15.0,199.5,1.0,-0.03666965691416473,negligible,machine,1.0,False
"NOUN(ADP/case, DET/det, *, PROPN/nmod, PROPN/nmod)",0.0027919697449602368,0.003065719627127873,-0.00027374988216763603,0.00027374988216763603,1,4,5.0,20.0,172.0,0.19548596959845044,-0.02797061643890454,negligible,machine,0.37407808997234343,False
"NUM(CCONJ/cc, *)",0.0031141090255560142,0.002855372905834902,0.0002587361197211122,0.0002587361197211122,1,4,5.0,20.0,172.0,0.19548596959845044,0.024745905976311978,negligible,human,0.37407808997234343,False
"VERB(*, PROPN/obl:agent)",0.0034903763764374805,0.003683516394506525,-0.0001931400180690446,0.0001931400180690446,2,5,10.0,25.0,175.0,0.31700280675084846,-0.02193645623857506,negligible,machine,0.5172151057513843,False
"VERB(*, VERB/advcl)",0.0028382070492421704,0.002818832252391754,1.9374796850416334e-05,1.9374796850416334e-05,2,3,10.0,15.0,193.0,0.7596218659702029,0.0024988228537951916,negligible,human,0.8829149996996701,False
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0.0027705642010817074,0.0027709542504131906,-3.90049331483195e-07,3.90049331483195e-07,1,4,5.0,20.0,172.0,0.19548596959845044,-4.0905667583849545e-05,negligible,machine,0.37407808997234343,False
